hid,pid,person_number,age,sex
63729,148932,2,55,2
63729,148933,3,26,1
63730,148934,1,50,1
63730,148935,2,50,2
63731,148936,1,28,1
63732,148937,1,73,2
63732,148938,2,73,1
63733,148939,1,49,1
63734,148940,1,80,1
63735,148941,1,56,2
63735,148942,2,27,1
63736,148943,1,52,1
63737,148944,1,40,2
63737,148945,2,38,1
63738,148946,1,59,2
63739,148947,1,32,2
63740,148948,1,36,2
63741,148949,1,87,2
63742,148950,1,58,2
63743,148951,1,66,1
63744,148952,1,38,2
63744,148953,2,14,2
63744,148954,3,14,1
63744,148955,4,13,2
63745,148956,1,88,2
63746,148957,1,71,1
63747,148958,1,58,1
63748,148959,1,72,2
63749,148960,1,48,1
63749,148961,2,47,2
63750,148962,1,89,2
63751,148963,1,76,2
63752,148964,1,29,1
63752,148965,2,28,2
63753,148966,1,56,1
63753,148967,2,54,2
63754,148968,1,37,1
63754,148969,2,67,2
63755,148970,1,31,2
63755,148971,2,7,1
63756,148972,1,61,1
63757,148973,1,42,2
63757,148974,2,14,1
63758,148975,1,56,1
63759,148976,1,50,1
63759,148977,2,50,2
63760,148978,1,29,1
63760,148979,2,28,2
63760,148980,3,0,2
63761,148981,1,53,2
63761,148982,2,12,1
63761,148983,3,34,1
63761,148984,4,43,1
63762,148985,1,40,1
63762,148986,2,34,2
63762,148987,3,10,2
63762,148988,4,3,1
63763,148989,1,37,1
63764,148990,1,34,1
63764,148991,2,26,2
63765,148992,1,37,1
63766,148993,1,53,2
63766,148994,2,13,1
63767,148995,1,50,2
63768,148996,1,25,2
63768,148997,2,26,1
63769,148998,1,36,1
63770,148999,1,57,1
63770,149000,2,57,2
63771,149001,1,45,1
63771,149002,2,18,2
63771,149003,3,7,2
63771,149004,4,3,2
63772,149005,1,61,1
63772,149006,2,72,2
63773,149007,1,26,1
63773,149008,2,24,2
63774,149009,1,66,2
63774,149010,2,60,1
63775,149011,1,62,2
63776,149012,1,63,1
63777,149013,1,29,1
63777,149014,2,28,2
63777,149015,3,0,2
63778,149016,1,53,1
63778,149017,2,47,2
63779,149018,1,30,1
63779,149019,2,28,2
63779,149020,3,3,1
63779,149021,4,1,1
63780,149022,1,46,1
63780,149023,2,44,2
63780,149024,3,16,2
63781,149025,1,54,2
63782,149026,1,77,2
63783,149027,1,55,1
63783,149028,2,53,2
63784,149029,1,54,2
63784,149030,2,60,1
63785,149031,1,63,1
63786,149032,1,36,1
63787,149033,1,45,1
63787,149034,2,19,2
63788,149035,1,43,2
63788,149036,2,43,1
63788,149037,3,11,2
63789,149038,1,51,1
63790,149039,1,61,1
63790,149040,2,66,2
63791,149041,1,30,1
63791,149042,2,31,2
63791,149043,3,2,1
63792,149044,1,60,1
63793,149045,1,76,1
63793,149046,2,70,2
63794,149047,1,77,2
63795,149048,1,50,2
63795,149049,2,22,2
63796,149050,1,51,2
63796,149051,2,52,1
63797,149052,1,44,2
63797,149053,2,45,1
63797,149054,3,24,1
63798,149055,1,53,2
63798,149056,2,21,2
63799,149057,1,34,1
63800,149058,1,51,1
63801,149059,1,69,2
63802,149060,1,84,1
63803,149061,1,64,1
63804,149062,1,59,1
63804,149063,2,57,2
63804,149064,3,28,1
63805,149065,1,68,2
63806,149066,1,50,1
63806,149067,2,51,2
63807,149068,1,25,2
63808,149069,1,29,1
63808,149070,2,28,2
63808,149071,3,7,1
63809,149072,1,66,1
63809,149073,2,62,2
63809,149074,3,44,1
63810,149075,1,57,2
63811,149076,1,60,1
63812,149077,1,60,1
63812,149078,2,58,2
63813,149079,1,64,2
63814,149080,1,56,2
63814,149081,2,57,1
63815,149082,1,80,1
63815,149083,2,68,2
63816,149084,1,48,1
63817,149085,1,60,2
63817,149086,2,68,1
63818,149087,1,85,2
63819,149088,1,66,2
63820,149089,1,57,1
63821,149090,1,86,1
63822,149091,1,42,2
63822,149092,2,16,1
63823,149093,1,59,2
63824,149094,1,64,2
63825,149095,1,45,2
63825,149096,2,46,1
63826,149097,1,67,1
63826,149098,2,67,2
63827,149099,1,54,2
63827,149100,2,60,1
63828,149101,1,45,1
63828,149102,2,52,2
63829,149103,1,57,1
63830,149104,1,45,1
63831,149105,1,45,2
63831,149106,2,46,1
63832,149107,1,46,2
63832,149108,2,58,1
63833,149109,1,44,1
63833,149110,2,56,2
63834,149111,1,27,2
63834,149112,2,25,1
63835,149113,1,37,1
63835,149114,2,40,2
63835,149115,3,3,1
63835,149116,4,1,1
63836,149117,1,63,1
63837,149118,1,71,1
63838,149119,1,32,1
63839,149120,1,93,2
63840,149121,1,34,2
63840,149122,2,17,1
63840,149123,3,34,2
63841,149124,1,44,2
63841,149125,2,51,1
63842,149126,1,55,1
63842,149127,2,52,2
63843,149128,1,54,2
63844,149129,1,79,1
63844,149130,2,72,2
63845,149131,1,69,2
63846,149132,1,42,1
63847,149133,1,64,1
63848,149134,1,63,1
63848,149135,2,60,2
63848,149136,3,82,2
63849,149137,1,61,2
63850,149138,1,37,1
63850,149139,2,67,2
63851,149140,1,62,1
63852,149141,1,57,1
63853,149142,1,57,1
63853,149143,2,57,2
63854,149144,1,38,2
63855,149145,1,59,1
63855,149146,2,73,2
63856,149147,1,60,1
63856,149148,2,62,1
63856,149149,3,87,2
63857,149150,1,80,1
63857,149151,2,76,2
63858,149152,1,42,1
63858,149153,2,40,2
63858,149154,3,19,1
63858,149155,4,15,1
63859,149156,1,50,1
63859,149157,2,23,2
63860,149158,1,69,2
63860,149159,2,75,1
63861,149160,1,57,1
63862,149161,1,44,2
63863,149162,1,94,2
63864,149163,1,58,1
63864,149164,2,59,2
63865,149165,1,51,1
63865,149166,2,51,2
63866,149167,1,56,1
63867,149168,1,56,1
63867,149169,2,54,2
63868,149170,1,82,1
63868,149171,2,77,2
63869,149172,1,41,1
63870,149173,1,35,1
63871,149174,1,44,2
63871,149175,2,51,1
63872,149176,1,48,1
63872,149177,2,20,1
63873,149178,1,60,1
63873,149179,2,59,2
63874,149180,1,44,2
63875,149181,1,63,1
63875,149182,2,66,1
63876,149183,1,59,2
63876,149184,2,61,1
63877,149185,1,46,1
63878,149186,1,62,1
63878,149187,2,53,2
63879,149188,1,34,2
63879,149189,2,13,1
63879,149190,3,5,2
63879,149191,4,57,1
63880,149192,1,62,2
63881,149193,1,54,1
63881,149194,2,57,2
63882,149195,1,60,1
63883,149196,1,62,2
63884,149197,1,54,2
63884,149198,2,56,1
63885,149199,1,35,1
63886,149200,1,79,2
63887,149201,1,64,1
63888,149202,1,81,2
63889,149203,1,27,1
63890,149204,1,80,1
63890,149205,2,79,2
63891,149206,1,71,1
63891,149207,2,73,2
63892,149208,1,64,1
63892,149209,2,62,2
63893,149210,1,71,1
63893,149211,2,62,2
63894,149212,1,85,2
63895,149213,1,59,2
63895,149214,2,71,1
63896,149215,1,60,1
63896,149216,2,45,2
63897,149217,1,62,1
63897,149218,2,61,2
63898,149219,1,60,1
63898,149220,2,58,2
63899,149221,1,72,1
63899,149222,2,64,2
63900,149223,1,73,2
63900,149224,2,72,1
63901,149225,1,71,1
63901,149226,2,62,2
63902,149227,1,93,1
63902,149228,2,88,2
63903,149229,1,54,1
63903,149230,2,59,2
63904,149231,1,68,2
63904,149232,2,72,1
63905,149233,1,56,2
63905,149234,2,46,1
63906,149235,1,45,2
63906,149236,2,46,1
63907,149237,1,67,2
63907,149238,2,70,1
63908,149239,1,57,2
63908,149240,2,59,1
63909,149241,1,67,2
63909,149242,2,49,1
63909,149243,3,36,1
63909,149244,4,24,1
63909,149245,5,53,1
63910,149246,1,54,2
63910,149247,2,58,1
63911,149248,1,65,1
63911,149249,2,58,2
63911,149250,3,33,1
63912,149251,1,67,1
63912,149252,2,71,2
63912,149253,3,41,2
63912,149254,4,33,2
63913,149255,1,70,1
63913,149256,2,57,2
63914,149257,1,58,1
63914,149258,2,57,2
63915,149259,1,64,1
63915,149260,2,64,2
63916,149261,1,65,2
63916,149262,2,68,1
63917,149263,1,70,1
63917,149264,2,74,2
63917,149265,3,64,2
63918,149266,1,50,1
63918,149267,2,51,2
63919,149268,1,93,1
63919,149269,2,88,2
63920,149270,1,44,2
63920,149271,2,45,1
63920,149272,3,24,1
63921,149273,1,66,1
63922,149274,1,59,2
63922,149275,2,63,1
63922,149276,3,85,2
63923,149277,1,58,1
63923,149278,2,60,2
63924,149279,1,58,2
63925,149280,1,55,1
63925,149281,2,40,2
63926,149282,1,61,2
63926,149283,2,63,1
63927,149284,1,64,1
63927,149285,2,67,2
63928,149286,1,63,1
63928,149287,2,62,2
63929,149288,1,60,1
63929,149289,2,60,2
63930,149290,1,61,2
63930,149291,2,63,1
63931,149292,1,54,2
63931,149293,2,54,2
63931,149294,3,54,2
63931,149295,4,54,2
63931,149296,5,54,2
63932,149297,1,63,1
63932,149298,2,56,2
63933,149299,1,59,2
63933,149300,2,63,1
63933,149301,3,85,2
63934,149302,1,69,1
63934,149303,2,60,2
63935,149304,1,52,1
63935,149305,2,51,2
63935,149306,3,23,2
63936,149307,1,62,2
63936,149308,2,64,1
63937,149309,1,63,1
63937,149310,2,61,2
63938,149311,1,63,1
63938,149312,2,61,2
63939,149313,1,66,1
63940,149314,1,60,1
63940,149315,2,59,2
63941,149316,1,69,1
63941,149317,2,60,2
63942,149318,1,61,2
63942,149319,2,63,1
63943,149320,1,88,2
63944,149321,1,70,1
63944,149322,2,70,2
63945,149323,1,47,1
63945,149324,2,58,2
63946,149325,1,54,1
63946,149326,2,60,2
63947,149327,1,63,1
63947,149328,2,62,2
63948,149329,1,64,1
63948,149330,2,62,2
63949,149331,1,55,2
63949,149332,2,71,1
63950,149333,1,58,1
63950,149334,2,63,2
63951,149335,1,58,2
63951,149336,2,58,1
63952,149337,1,48,2
63952,149338,2,27,1
63952,149339,3,71,2
63953,149340,1,30,1
63953,149341,2,29,2
63954,149342,1,72,1
63954,149343,2,65,2
63955,149344,1,65,2
63956,149345,1,69,1
63956,149346,2,68,2
63957,149347,1,35,1
63957,149348,2,14,1
63957,149349,3,32,2
63958,149350,1,60,1
63958,149351,2,56,2
63959,149352,1,26,1
63959,149353,2,24,2
63960,149354,1,37,2
63960,149355,2,39,1
63961,149356,1,72,1
63961,149357,2,71,2
63962,149358,1,55,2
63962,149359,2,75,2
63963,149360,1,72,2
63963,149361,2,75,1
63964,149362,1,51,2
63965,149363,1,46,1
63965,149364,2,51,2
63966,149365,1,65,1
63967,149366,1,54,1
63968,149367,1,63,1
63968,149368,2,62,2
63969,149369,1,74,1
63969,149370,2,70,2
63970,149371,1,78,2
63970,149372,2,78,1
63971,149373,1,56,1
63971,149374,2,59,2
63972,149375,1,65,2
63973,149376,1,47,1
63973,149377,2,49,2
63973,149378,3,45,1
63973,149379,4,71,2
63973,149380,5,46,1
63974,149381,1,55,2
63974,149382,2,56,1
63975,149383,1,51,1
63975,149384,2,48,2
63976,149385,1,59,2
63977,149386,1,55,2
63977,149387,2,55,1
63978,149388,1,57,1
63978,149389,2,57,2
63978,149390,3,27,2
63978,149391,4,25,1
63979,149392,1,75,2
63979,149393,2,76,1
63980,149394,1,54,1
63980,149395,2,53,2
63981,149396,1,65,1
63981,149397,2,50,2
63982,149398,1,52,1
63982,149399,2,50,2
63983,149400,1,81,2
63984,149401,1,69,2
63984,149402,2,74,1
63985,149403,1,66,1
63985,149404,2,60,2
63986,149405,1,50,2
63986,149406,2,51,1
63987,149407,1,56,2
63987,149408,2,57,1
63988,149409,1,36,2
63988,149410,2,43,1
63988,149411,3,6,1
63988,149412,4,0,2
63989,149413,1,82,1
63989,149414,2,77,2
63990,149415,1,84,2
63990,149416,2,85,1
63991,149417,1,61,2
63991,149418,2,61,1
63992,149419,1,51,1
63992,149420,2,21,1
63993,149421,1,37,1
63993,149422,2,38,2
63993,149423,3,16,2
63993,149424,4,15,2
63993,149425,5,13,1
63994,149426,1,82,1
63994,149427,2,74,2
63995,149428,1,80,1
63995,149429,2,71,2
63996,149430,1,73,2
63996,149431,2,72,1
63997,149432,1,62,2
63998,149433,1,48,2
63999,149434,1,46,2
63999,149435,2,19,1
64000,149436,1,57,1
64001,149437,1,50,2
64002,149438,1,44,2
64002,149439,2,45,1
64003,149440,1,27,2
64003,149441,2,25,1
64004,149442,1,53,2
64004,149443,2,64,1
64005,149444,1,80,1
64005,149445,2,75,2
64006,149446,1,60,1
64006,149447,2,67,2
64007,149448,1,69,2
64007,149449,2,75,1
64008,149450,1,58,2
64008,149451,2,57,1
64009,149452,1,52,2
64009,149453,2,53,1
64010,149454,1,63,1
64010,149455,2,62,2
64011,149456,1,56,2
64011,149457,2,56,1
64012,149458,1,35,1
64012,149459,2,37,2
64012,149460,3,5,2
64012,149461,4,1,1
64013,149462,1,59,1
64013,149463,2,59,2
64014,149464,1,66,2
64014,149465,2,71,1
64015,149466,1,60,1
64015,149467,2,67,2
64016,149468,1,52,2
64017,149469,1,45,2
64017,149470,2,46,1
64018,149471,1,83,1
64018,149472,2,76,2
64018,149473,3,37,2
64018,149474,4,17,2
64019,149475,1,61,1
64019,149476,2,56,2
64020,149477,1,53,2
64020,149478,2,64,1
64021,149479,1,55,2
64021,149480,2,53,1
64022,149481,1,48,1
64022,149482,2,48,2
64023,149483,1,28,1
64023,149484,2,28,2
64024,149485,1,60,1
64024,149486,2,60,2
64025,149487,1,52,1
64025,149488,2,53,2
64025,149489,3,25,1
64026,149490,1,57,1
64027,149491,1,55,2
64027,149492,2,71,1
64028,149493,1,61,2
64028,149494,2,63,1
64029,149495,1,62,1
64029,149496,2,61,2
64030,149497,1,56,2
64030,149498,2,64,1
64031,149499,1,60,2
64032,149500,1,51,2
64032,149501,2,26,1
64033,149502,1,58,2
64033,149503,2,61,1
64034,149504,1,58,1
64034,149505,2,60,2
64035,149506,1,39,2
64035,149507,2,34,1
64035,149508,3,18,2
64035,149509,4,10,1
64035,149510,5,4,1
64036,149511,1,64,2
64037,149512,1,61,2
64037,149513,2,62,1
64038,149514,1,72,2
64039,149515,1,28,2
64039,149516,2,47,2
64039,149517,3,20,1
64039,149518,4,17,1
64039,149519,5,12,2
64040,149520,1,63,1
64040,149521,2,62,2
64041,149522,1,53,2
64041,149523,2,49,1
64042,149524,1,48,1
64043,149525,1,59,1
64043,149526,2,53,2
64044,149527,1,65,2
64044,149528,2,67,1
64044,149529,3,39,1
64045,149530,1,37,1
64045,149531,2,40,2
64045,149532,3,3,1
64045,149533,4,1,1
64046,149534,1,73,2
64047,149535,1,69,1
64048,149536,1,58,2
64049,149537,1,71,1
64049,149538,2,62,2
64050,149539,1,66,1
64050,149540,2,65,2
64051,149541,1,52,2
64051,149542,2,42,1
64051,149543,3,20,2
64051,149544,4,16,2
64051,149545,5,11,2
64052,149546,1,54,2
64052,149547,2,58,1
64053,149548,1,70,1
64053,149549,2,64,2
64053,149550,3,5,2
64053,149551,4,42,1
64053,149552,5,38,2
64054,149553,1,49,2
64054,149554,2,54,1
64054,149555,3,25,1
64054,149556,4,15,2
64055,149557,1,27,1
64055,149558,2,25,2
64056,149559,1,93,1
64056,149560,2,86,2
64057,149561,1,74,2
64057,149562,2,80,1
64058,149563,1,44,2
64058,149564,2,22,1
64058,149565,3,8,1
64058,149566,4,7,2
64059,149567,1,58,1
64059,149568,2,60,2
64060,149569,1,72,2
64060,149570,2,61,1
64061,149571,1,76,1
64061,149572,2,64,2
64061,149573,3,57,1
64062,149574,1,93,1
64062,149575,2,88,2
64063,149576,1,54,1
64063,149577,2,51,2
64064,149578,1,86,1
64064,149579,2,57,1
64065,149580,1,56,2
64065,149581,2,30,1
64066,149582,1,57,2
64066,149583,2,59,1
64067,149584,1,58,1
64067,149585,2,58,2
64068,149586,1,48,2
64068,149587,2,52,1
64069,149588,1,80,1
64069,149589,2,79,2
64070,149590,1,51,1
64070,149591,2,21,1
64071,149592,1,93,2
64072,149593,1,55,2
64072,149594,2,53,1
64073,149595,1,80,1
64073,149596,2,68,2
64074,149597,1,58,1
64074,149598,2,58,2
64075,149599,1,64,2
64075,149600,2,66,1
64075,149601,3,20,2
64075,149602,4,2,1
64076,149603,1,63,2
64076,149604,2,40,1
64077,149605,1,40,2
64077,149606,2,17,2
64077,149607,3,12,2
64078,149608,1,73,2
64078,149609,2,72,1
64079,149610,1,80,1
64079,149611,2,78,2
64079,149612,3,59,1
64079,149613,4,45,2
64079,149614,5,7,2
64080,149615,1,67,2
64081,149616,1,65,2
64081,149617,2,68,1
64082,149618,1,63,1
64083,149619,1,45,2
64083,149620,2,49,1
64084,149621,1,77,2
64085,149622,1,68,2
64085,149623,2,36,2
64085,149624,3,13,2
64086,149625,1,43,2
64086,149626,2,42,1
64086,149627,3,30,1
64087,149628,1,67,2
64087,149629,2,49,1
64087,149630,3,36,1
64087,149631,4,24,1
64087,149632,5,53,1
64088,149633,1,50,2
64088,149634,2,50,1
64089,149635,1,65,2
64089,149636,2,68,1
64090,149637,1,69,2
64091,149638,1,80,1
64091,149639,2,68,2
64092,149640,1,57,2
64093,149641,1,36,2
64093,149642,2,35,1
64093,149643,3,9,1
64093,149644,4,7,1
64093,149645,5,80,2
64094,149646,1,65,1
64094,149647,2,65,2
64095,149648,1,55,1
64095,149649,2,56,2
64096,149650,1,64,2
64096,149651,2,62,1
64097,149652,1,54,1
64097,149653,2,51,2
64098,149654,1,63,1
64098,149655,2,50,2
64099,149656,1,73,1
64100,149657,1,38,1
64100,149658,2,34,2
64100,149659,3,6,1
64100,149660,4,3,1
64101,149661,1,64,1
64102,149662,1,61,2
64102,149663,2,63,1
64103,149664,1,74,2
64104,149665,1,60,1
64104,149666,2,56,2
64105,149667,1,47,2
64105,149668,2,20,1
64105,149669,3,42,1
64106,149670,1,67,2
64107,149671,1,69,1
64107,149672,2,62,2
64108,149673,1,62,1
64108,149674,2,62,2
64109,149675,1,82,1
64110,149676,1,65,2
64110,149677,2,67,1
64111,149678,1,60,1
64111,149679,2,56,2
64112,149680,1,46,2
64112,149681,2,19,1
64113,149682,1,69,2
64113,149683,2,54,1
64114,149684,1,61,1
64114,149685,2,66,2
64115,149686,1,46,2
64115,149687,2,48,1
64115,149688,3,18,1
64116,149689,1,78,1
64116,149690,2,77,2
64117,149691,1,44,1
64117,149692,2,56,2
64118,149693,1,72,2
64119,149694,1,60,1
64119,149695,2,62,1
64119,149696,3,87,2
64120,149697,1,60,1
64120,149698,2,51,2
64121,149699,1,26,1
64122,149700,1,58,2
64123,149701,1,45,1
64123,149702,2,45,2
64123,149703,3,14,2
64123,149704,4,11,1
64124,149705,1,40,2
64124,149706,2,9,1
64125,149707,1,64,2
64125,149708,2,56,1
64126,149709,1,62,1
64126,149710,2,58,2
64126,149711,3,25,1
64127,149712,1,60,2
64127,149713,2,61,1
64128,149714,1,61,2
64128,149715,2,63,1
64129,149716,1,58,2
64129,149717,2,65,1
64130,149718,1,61,2
64130,149719,2,63,1
64131,149720,1,54,2
64132,149721,1,75,1
64132,149722,2,59,2
64133,149723,1,53,1
64133,149724,2,55,2
64133,149725,3,20,2
64133,149726,4,18,1
64133,149727,5,12,1
64134,149728,1,57,1
64135,149729,1,53,2
64135,149730,2,54,1
64136,149731,1,53,2
64136,149732,2,64,1
64137,149733,1,60,2
64137,149734,2,68,1
64138,149735,1,62,1
64138,149736,2,59,2
64139,149737,1,93,1
64140,149738,1,52,1
64140,149739,2,51,2
64141,149740,1,54,1
64141,149741,2,46,2
64141,149742,3,21,1
64142,149743,1,60,1
64142,149744,2,55,2
64142,149745,3,26,1
64143,149746,1,67,2
64143,149747,2,54,1
64144,149748,1,69,1
64144,149749,2,64,2
64145,149750,1,64,1
64146,149751,1,50,1
64146,149752,2,15,1
64147,149753,1,80,1
64147,149754,2,68,2
64148,149755,1,57,2
64148,149756,2,37,1
64149,149757,1,51,1
64149,149758,2,51,2
64150,149759,1,36,2
64150,149760,2,35,1
64150,149761,3,10,2
64150,149762,4,8,2
64150,149763,5,3,1
64151,149764,1,49,1
64152,149765,1,66,2
64152,149766,2,57,1
64152,149767,3,26,1
64153,149768,1,51,1
64153,149769,2,48,2
64154,149770,1,68,2
64155,149771,1,39,1
64155,149772,2,19,2
64156,149773,1,30,1
64156,149774,2,7,2
64156,149775,3,3,2
64156,149776,4,28,2
64156,149777,5,9,1
64157,149778,1,94,2
64158,149779,1,29,1
64159,149780,1,69,1
64160,149781,1,67,2
64160,149782,2,70,1
64161,149783,1,62,1
64162,149784,1,70,1
64162,149785,2,72,2
64163,149786,1,53,2
64163,149787,2,55,1
64163,149788,3,17,1
64163,149789,4,14,2
64164,149790,1,83,1
64164,149791,2,50,2
64165,149792,1,55,2
64165,149793,2,12,1
64166,149794,1,69,2
64167,149795,1,67,1
64167,149796,2,63,2
64168,149797,1,74,1
64168,149798,2,68,2
64169,149799,1,52,1
64170,149800,1,72,1
64170,149801,2,65,2
64171,149802,1,45,1
64171,149803,2,19,2
64172,149804,1,86,1
64172,149805,2,85,2
64173,149806,1,69,1
64173,149807,2,47,2
64174,149808,1,70,1
64174,149809,2,67,2
64175,149810,1,76,1
64175,149811,2,70,2
64176,149812,1,43,1
64176,149813,2,39,2
64177,149814,1,54,1
64178,149815,1,49,2
64178,149816,2,24,2
64178,149817,3,21,1
64178,149818,4,19,2
64179,149819,1,59,1
64179,149820,2,60,2
64180,149821,1,46,1
64180,149822,2,64,1
64181,149823,1,66,2
64181,149824,2,71,1
64181,149825,3,43,1
64182,149826,1,59,2
64182,149827,2,46,1
64183,149828,1,63,2
64183,149829,2,40,1
64184,149830,1,58,1
64184,149831,2,58,2
64185,149832,1,56,2
64185,149833,2,58,1
64185,149834,3,81,2
64186,149835,1,64,1
64186,149836,2,59,2
64187,149837,1,64,2
64188,149838,1,86,1
64188,149839,2,84,2
64189,149840,1,75,2
64190,149841,1,59,1
64191,149842,1,42,1
64191,149843,2,45,2
64192,149844,1,55,2
64192,149845,2,33,1
64193,149846,1,72,2
64193,149847,2,75,1
64194,149848,1,85,1
64195,149849,1,50,2
64195,149850,2,51,1
64196,149851,1,52,1
64196,149852,2,51,2
64197,149853,1,56,1
64197,149854,2,54,2
64197,149855,3,24,1
64197,149856,4,21,1
64198,149857,1,44,2
64198,149858,2,45,1
64198,149859,3,24,1
64199,149860,1,42,2
64199,149861,2,45,1
64199,149862,3,12,1
64199,149863,4,6,2
64199,149864,5,51,1
64200,149865,1,70,2
64201,149866,1,59,1
64201,149867,2,62,2
64202,149868,1,61,2
64202,149869,2,66,1
64203,149870,1,33,2
64203,149871,2,33,1
64203,149872,3,6,1
64203,149873,4,6,1
64204,149874,1,68,1
64205,149875,1,68,1
64205,149876,2,69,2
64206,149877,1,72,1
64206,149878,2,68,2
64207,149879,1,79,2
64208,149880,1,74,1
64208,149881,2,35,2
64209,149882,1,66,2
64209,149883,2,74,1
64210,149884,1,59,1
64210,149885,2,62,2
64211,149886,1,64,1
64211,149887,2,64,2
64212,149888,1,60,1
64212,149889,2,59,2
64213,149890,1,75,2
64213,149891,2,26,2
64214,149892,1,67,2
64214,149893,2,54,2
64215,149894,1,58,2
64215,149895,2,65,1
64216,149896,1,61,1
64216,149897,2,66,2
64217,149898,1,33,1
64217,149899,2,32,2
64218,149900,1,74,1
64218,149901,2,73,2
64219,149902,1,52,2
64219,149903,2,56,1
64220,149904,1,66,1
64221,149905,1,42,1
64221,149906,2,40,2
64221,149907,3,8,1
64221,149908,4,7,1
64221,149909,5,5,2
64222,149910,1,41,2
64222,149911,2,41,1
64223,149912,1,63,1
64223,149913,2,62,2
64224,149914,1,68,1
64224,149915,2,31,1
64224,149916,3,58,2
64225,149917,1,44,2
64225,149918,2,17,2
64226,149919,1,79,2
64226,149920,2,82,1
64227,149921,1,53,2
64227,149922,2,64,1
64228,149923,1,46,2
64228,149924,2,72,2
64229,149925,1,71,1
64230,149926,1,58,1
64230,149927,2,54,2
64231,149928,1,65,1
64232,149929,1,61,2
64232,149930,2,60,1
64233,149931,1,50,1
64233,149932,2,50,2
64234,149933,1,33,2
64234,149934,2,34,1
64234,149935,3,2,2
64235,149936,1,64,2
64236,149937,1,77,2
64236,149938,2,56,1
64237,149939,1,61,2
64237,149940,2,63,1
64238,149941,1,84,2
64239,149942,1,78,2
64239,149943,2,78,1
64240,149944,1,55,2
64240,149945,2,56,1
64241,149946,1,33,2
64241,149947,2,34,1
64241,149948,3,7,2
64242,149949,1,69,2
64242,149950,2,75,1
64243,149951,1,72,2
64243,149952,2,75,1
64244,149953,1,45,2
64244,149954,2,47,1
64244,149955,3,24,1
64244,149956,4,22,2
64244,149957,5,22,2
64245,149958,1,27,1
64245,149959,2,25,2
64246,149960,1,46,1
64246,149961,2,64,1
64247,149962,1,80,1
64247,149963,2,71,2
64248,149964,1,48,1
64248,149965,2,48,2
64249,149966,1,59,2
64249,149967,2,60,1
64250,149968,1,60,1
64250,149969,2,62,1
64250,149970,3,87,2
64251,149971,1,89,1
64251,149972,2,86,2
64252,149973,1,57,2
64252,149974,2,28,2
64252,149975,3,8,2
64252,149976,4,2,1
64252,149977,5,26,1
64253,149978,1,83,2
64253,149979,2,82,1
64254,149980,1,69,1
64254,149981,2,65,2
64255,149982,1,72,1
64255,149983,2,71,2
64256,149984,1,48,1
64256,149985,2,56,2
64257,149986,1,87,2
64258,149987,1,63,1
64258,149988,2,62,2
64259,149989,1,32,1
64259,149990,2,30,2
64260,149991,1,26,2
64260,149992,2,32,1
64260,149993,3,0,1
64260,149994,4,22,1
64261,149995,1,59,1
64261,149996,2,56,2
64262,149997,1,56,2
64262,149998,2,57,1
64263,149999,1,61,2
64264,150000,1,55,2
64265,150001,1,46,2
64265,150002,2,48,1
64265,150003,3,18,1
64266,150004,1,59,2
64266,150005,2,61,1
64267,150006,1,35,2
64267,150007,2,31,1
64268,150008,1,48,1
64268,150009,2,48,2
64269,150010,1,60,2
64270,150011,1,58,1
64270,150012,2,51,2
64271,150013,1,45,2
64271,150014,2,9,2
64271,150015,3,35,1
64271,150016,4,68,2
64271,150017,5,60,1
64272,150018,1,68,1
64273,150019,1,58,1
64273,150020,2,53,2
64274,150021,1,69,2
64275,150022,1,66,2
64275,150023,2,66,1
64276,150024,1,74,1
64276,150025,2,73,2
64277,150026,1,77,2
64277,150027,2,85,1
64278,150028,1,56,1
64278,150029,2,55,2
64278,150030,3,29,1
64279,150031,1,32,1
64279,150032,2,30,2
64279,150033,3,3,1
64279,150034,4,9,1
64279,150035,5,5,2
64280,150036,1,65,2
64280,150037,2,16,1
64280,150038,3,13,1
64281,150039,1,64,1
64281,150040,2,70,2
64281,150041,3,30,2
64282,150042,1,41,2
64282,150043,2,15,2
64282,150044,3,50,1
64283,150045,1,74,2
64284,150046,1,34,2
64284,150047,2,36,1
64284,150048,3,8,1
64284,150049,4,4,2
64285,150050,1,50,1
64285,150051,2,29,1
64286,150052,1,35,1
64286,150053,2,24,2
64287,150054,1,62,2
64288,150055,1,25,1
64288,150056,2,36,2
64289,150057,1,35,1
64289,150058,2,35,2
64289,150059,3,8,1
64289,150060,4,6,1
64289,150061,5,3,2
64290,150062,1,57,1
64290,150063,2,57,2
64291,150064,1,52,2
64291,150065,2,52,1
64292,150066,1,44,2
64292,150067,2,27,2
64292,150068,3,5,1
64292,150069,4,3,1
64292,150070,5,47,1
64293,150071,1,70,2
64293,150072,2,68,1
64294,150073,1,74,2
64294,150074,2,77,1
64295,150075,1,51,1
64295,150076,2,50,2
64296,150077,1,81,1
64296,150078,2,56,1
64297,150079,1,31,2
64297,150080,2,31,1
64297,150081,3,2,1
64297,150082,4,0,2
64297,150083,5,0,1
64298,150084,1,44,1
64298,150085,2,42,2
64298,150086,3,8,1
64298,150087,4,4,2
64298,150088,5,15,1
64299,150089,1,73,1
64299,150090,2,72,2
64300,150091,1,68,1
64300,150092,2,60,2
64300,150093,3,28,1
64301,150094,1,37,1
64301,150095,2,37,2
64301,150096,3,11,2
