,subgraph_inf_t,inf_1,inf_2,was_inf,inf_weight_1,inf_weight_2,s_t+d,age,pid
2,1.0,0.0,3.0,0.0,0.0,900.0,0.0,63,2290
3,1.0,1.0,1.0,0.0,28800.0,28800.0,0.0,63,2290
4,1.0,2.0,2.0,0.0,28800.0,28800.0,0.0,63,2290
0,1.0,0.0,1.0,0.0,0.0,40800.0,0.0,63,2295
1,1.0,0.0,2.0,0.0,0.0,40800.0,0.0,63,2295
0,1.0,0.0,1.0,0.0,0.0,139258.0,0.0,68,2306
1,1.0,0.0,2.0,0.0,0.0,139258.0,0.0,68,2306
2,1.0,0.0,3.0,0.0,0.0,139258.0,0.0,68,2306
0,1.0,0.0,1.0,0.0,0.0,24120.0,0.0,72,2307
1,1.0,0.0,2.0,0.0,0.0,24120.0,0.0,72,2307
2,1.0,0.0,3.0,0.0,0.0,24120.0,0.0,72,2307
3,1.0,0.0,4.0,0.0,0.0,24120.0,0.0,72,2307
4,1.0,0.0,4.0,0.0,0.0,24120.0,0.0,72,2307
5,1.0,0.0,4.0,0.0,0.0,24120.0,0.0,72,2307
6,2.0,1.0,4.0,0.0,13320.0,37440.0,0.0,72,2307
7,2.0,2.0,4.0,0.0,13320.0,37440.0,0.0,72,2307
8,2.0,3.0,4.0,0.0,13320.0,37440.0,0.0,72,2307
0,1.0,0.0,1.0,0.0,0.0,13140.0,0.0,23,2317
1,1.0,0.0,2.0,0.0,0.0,13140.0,0.0,23,2317
0,1.0,0.0,1.0,0.0,0.0,1380.0,0.0,57,2332
1,1.0,0.0,2.0,0.0,0.0,1380.0,0.0,57,2332
2,1.0,0.0,3.0,0.0,0.0,1380.0,0.0,57,2332
0,1.0,0.0,1.0,0.0,0.0,9300.0,0.0,24,2337
0,1.0,0.0,1.0,0.0,0.0,7200.0,0.0,62,2341
1,1.0,0.0,2.0,0.0,0.0,7200.0,0.0,62,2341
0,1.0,0.0,1.0,0.0,0.0,67738.0,0.0,24,2349
1,1.0,0.0,2.0,0.0,0.0,67738.0,0.0,24,2349
0,1.0,0.0,1.0,0.0,0.0,67738.0,0.0,27,2350
1,1.0,0.0,2.0,0.0,0.0,67738.0,0.0,27,2350
0,1.0,1.0,1.0,0.0,600.0,600.0,0.0,6,2351
1,1.0,2.0,2.0,0.0,600.0,600.0,0.0,6,2351
0,1.0,0.0,1.0,0.0,0.0,67738.0,0.0,5,2352
1,1.0,0.0,2.0,0.0,0.0,67738.0,0.0,5,2352
0,1.0,0.0,1.0,0.0,0.0,24600.0,0.0,57,2357
1,1.0,0.0,2.0,0.0,0.0,24600.0,0.0,57,2357
2,1.0,0.0,3.0,0.0,0.0,24600.0,0.0,57,2357
0,1.0,0.0,1.0,0.0,0.0,4680.0,0.0,56,2364
0,1.0,0.0,1.0,0.0,0.0,4200.0,0.0,39,2367
1,1.0,0.0,2.0,0.0,0.0,4200.0,0.0,39,2367
0,1.0,0.0,1.0,0.0,0.0,17220.0,0.0,70,2371
1,1.0,0.0,2.0,0.0,0.0,17220.0,0.0,70,2371
2,1.0,0.0,1.0,0.0,0.0,32160.0,0.0,70,2371
3,1.0,0.0,2.0,0.0,0.0,32160.0,0.0,70,2371
4,1.0,0.0,3.0,0.0,0.0,32160.0,0.0,70,2371
0,1.0,0.0,1.0,0.0,0.0,2220.0,0.0,53,2373
1,1.0,0.0,2.0,0.0,0.0,2220.0,0.0,53,2373
0,1.0,0.0,1.0,0.0,0.0,50279.0,0.0,80,2375
1,1.0,0.0,2.0,0.0,0.0,50279.0,0.0,80,2375
2,1.0,0.0,3.0,0.0,0.0,50279.0,0.0,80,2375
3,1.0,0.0,1.0,0.0,0.0,14820.0,0.0,80,2375
4,1.0,0.0,2.0,0.0,0.0,14820.0,0.0,80,2375
0,1.0,0.0,1.0,0.0,0.0,78539.0,0.0,61,2377
1,1.0,0.0,2.0,0.0,0.0,78539.0,0.0,61,2377
2,1.0,0.0,3.0,0.0,0.0,78539.0,0.0,61,2377
0,1.0,0.0,1.0,0.0,0.0,39479.0,0.0,59,2379
1,1.0,0.0,2.0,0.0,0.0,39479.0,0.0,59,2379
2,1.0,0.0,3.0,0.0,0.0,39479.0,0.0,59,2379
3,1.0,0.0,1.0,0.0,0.0,22500.0,0.0,59,2379
4,1.0,0.0,2.0,0.0,0.0,22500.0,0.0,59,2379
5,1.0,0.0,1.0,0.0,0.0,23700.0,0.0,59,2379
0,1.0,0.0,1.0,0.0,0.0,39179.0,0.0,51,2386
1,1.0,0.0,2.0,0.0,0.0,39179.0,0.0,51,2386
2,1.0,0.0,3.0,0.0,0.0,39179.0,0.0,51,2386
0,1.0,0.0,1.0,0.0,0.0,4800.0,0.0,20,2387
0,1.0,0.0,1.0,0.0,0.0,35400.0,0.0,61,2395
1,1.0,0.0,2.0,0.0,0.0,35400.0,0.0,61,2395
0,1.0,0.0,1.0,0.0,0.0,7200.0,0.0,23,2397
0,1.0,0.0,1.0,0.0,0.0,48000.0,0.0,3,2398
1,1.0,0.0,2.0,0.0,0.0,48000.0,0.0,3,2398
0,1.0,0.0,1.0,0.0,0.0,6900.0,0.0,21,2422
1,1.0,0.0,2.0,0.0,0.0,6900.0,0.0,21,2422
0,1.0,0.0,1.0,0.0,0.0,3240.0,0.0,23,2426
1,1.0,0.0,2.0,0.0,0.0,3240.0,0.0,23,2426
2,1.0,0.0,3.0,0.0,0.0,3240.0,0.0,23,2426
3,1.0,0.0,4.0,0.0,0.0,3240.0,0.0,23,2426
4,1.0,0.0,4.0,0.0,0.0,3240.0,0.0,23,2426
5,1.0,0.0,4.0,0.0,0.0,3240.0,0.0,23,2426
6,1.0,0.0,1.0,0.0,0.0,1500.0,0.0,23,2426
0,1.0,0.0,1.0,0.0,0.0,3240.0,0.0,45,2435
1,1.0,0.0,2.0,0.0,0.0,3240.0,0.0,45,2435
2,1.0,0.0,3.0,0.0,0.0,3240.0,0.0,45,2435
3,1.0,0.0,4.0,0.0,0.0,3240.0,0.0,45,2435
4,1.0,0.0,4.0,0.0,0.0,3240.0,0.0,45,2435
5,1.0,0.0,4.0,0.0,0.0,3240.0,0.0,45,2435
0,1.0,0.0,1.0,0.0,0.0,4980.0,0.0,44,2444
1,1.0,0.0,2.0,0.0,0.0,4980.0,0.0,44,2444
2,1.0,0.0,3.0,0.0,0.0,4980.0,0.0,44,2444
0,1.0,0.0,1.0,0.0,0.0,20520.0,0.0,3,2449
1,1.0,0.0,2.0,0.0,0.0,20520.0,0.0,3,2449
0,1.0,0.0,1.0,0.0,0.0,2520.0,0.0,16,2458
1,1.0,0.0,2.0,0.0,0.0,2520.0,0.0,16,2458
2,1.0,0.0,3.0,0.0,0.0,2520.0,0.0,16,2458
3,1.0,0.0,4.0,0.0,0.0,2520.0,0.0,16,2458
4,1.0,0.0,4.0,0.0,0.0,2520.0,0.0,16,2458
5,1.0,0.0,4.0,0.0,0.0,2520.0,0.0,16,2458
0,1.0,0.0,1.0,0.0,0.0,3600.0,0.0,23,2467
0,1.0,0.0,1.0,0.0,0.0,1320.0,0.0,66,2472
1,1.0,0.0,2.0,0.0,0.0,1320.0,0.0,66,2472
0,1.0,0.0,1.0,0.0,0.0,5700.0,0.0,69,2477
0,1.0,0.0,1.0,0.0,0.0,1500.0,0.0,23,2483
0,1.0,0.0,1.0,0.0,0.0,2880.0,0.0,31,2496
1,1.0,0.0,2.0,0.0,0.0,2880.0,0.0,31,2496
2,1.0,0.0,3.0,0.0,0.0,2880.0,0.0,31,2496
0,1.0,0.0,1.0,0.0,0.0,2340.0,0.0,61,2502
1,1.0,0.0,2.0,0.0,0.0,2340.0,0.0,61,2502
2,1.0,0.0,3.0,0.0,0.0,2340.0,0.0,61,2502
3,1.0,0.0,1.0,0.0,0.0,3060.0,0.0,61,2502
0,1.0,0.0,1.0,0.0,0.0,3300.0,0.0,63,2512
0,1.0,0.0,1.0,0.0,0.0,15600.0,0.0,37,2526
1,1.0,0.0,2.0,0.0,0.0,15600.0,0.0,37,2526
2,1.0,0.0,3.0,0.0,0.0,15600.0,0.0,37,2526
3,1.0,0.0,4.0,0.0,0.0,15600.0,0.0,37,2526
4,1.0,0.0,4.0,0.0,0.0,15600.0,0.0,37,2526
5,1.0,0.0,4.0,0.0,0.0,15600.0,0.0,37,2526
6,2.0,0.0,4.0,0.0,0.0,25500.0,0.0,37,2526
7,2.0,0.0,4.0,0.0,0.0,25500.0,0.0,37,2526
8,2.0,0.0,4.0,0.0,0.0,25500.0,0.0,37,2526
0,1.0,0.0,1.0,0.0,0.0,29400.0,0.0,38,2528
1,1.0,0.0,2.0,0.0,0.0,29400.0,0.0,38,2528
0,1.0,0.0,1.0,0.0,0.0,7140.0,0.0,82,2529
1,1.0,0.0,2.0,0.0,0.0,7140.0,0.0,82,2529
2,1.0,0.0,3.0,0.0,0.0,7140.0,0.0,82,2529
0,1.0,0.0,1.0,0.0,0.0,87298.0,0.0,59,2557
0,1.0,1.0,1.0,0.0,600.0,600.0,0.0,57,2558
0,1.0,0.0,1.0,0.0,0.0,7020.0,0.0,78,2580
1,1.0,0.0,2.0,0.0,0.0,7020.0,0.0,78,2580
2,1.0,0.0,1.0,0.0,0.0,3540.0,0.0,78,2580
3,1.0,0.0,2.0,0.0,0.0,3540.0,0.0,78,2580
4,1.0,0.0,3.0,0.0,0.0,3540.0,0.0,78,2580
0,1.0,0.0,1.0,0.0,0.0,20460.0,0.0,60,2592
1,1.0,0.0,2.0,0.0,0.0,20460.0,0.0,60,2592
2,1.0,0.0,1.0,0.0,0.0,900.0,0.0,60,2592
3,1.0,0.0,2.0,0.0,0.0,900.0,0.0,60,2592
4,1.0,0.0,3.0,0.0,0.0,900.0,0.0,60,2592
5,1.0,0.0,1.0,0.0,0.0,1200.0,0.0,60,2592
0,1.0,0.0,1.0,0.0,0.0,29040.0,0.0,61,2598
1,2.0,0.0,3.0,0.0,0.0,69900.0,0.0,61,2598
2,2.0,0.0,5.0,0.0,0.0,69900.0,0.0,61,2598
3,2.0,0.0,6.0,0.0,0.0,69900.0,0.0,61,2598
4,2.0,0.0,6.0,0.0,0.0,69900.0,0.0,61,2598
5,2.0,0.0,5.0,0.0,0.0,69900.0,0.0,61,2598
0,1.0,0.0,1.0,0.0,0.0,11400.0,0.0,76,2601
1,2.0,0.0,3.0,0.0,0.0,21000.0,0.0,76,2601
2,2.0,0.0,5.0,0.0,0.0,21000.0,0.0,76,2601
3,2.0,0.0,6.0,0.0,0.0,21000.0,0.0,76,2601
4,2.0,0.0,6.0,0.0,0.0,21000.0,0.0,76,2601
5,2.0,0.0,5.0,0.0,0.0,21000.0,0.0,76,2601
6,2.0,0.0,4.0,0.0,0.0,21000.0,0.0,76,2601
7,2.0,0.0,4.0,0.0,0.0,21000.0,0.0,76,2601
8,2.0,0.0,4.0,0.0,0.0,21000.0,0.0,76,2601
0,1.0,0.0,1.0,0.0,0.0,4260.0,0.0,58,2602
0,1.0,0.0,1.0,0.0,0.0,60180.0,0.0,58,2605
1,1.0,0.0,2.0,0.0,0.0,60180.0,0.0,58,2605
2,1.0,0.0,1.0,0.0,0.0,12900.0,0.0,58,2605
0,1.0,0.0,1.0,0.0,0.0,19800.0,0.0,54,2617
1,1.0,0.0,2.0,0.0,0.0,19800.0,0.0,54,2617
2,1.0,0.0,3.0,0.0,0.0,19800.0,0.0,54,2617
3,1.0,0.0,4.0,0.0,0.0,19800.0,0.0,54,2617
4,1.0,0.0,4.0,0.0,0.0,19800.0,0.0,54,2617
5,1.0,0.0,4.0,0.0,0.0,19800.0,0.0,54,2617
0,1.0,0.0,1.0,0.0,0.0,1800.0,0.0,68,2618
0,1.0,0.0,1.0,0.0,0.0,6000.0,0.0,59,2627
1,1.0,0.0,2.0,0.0,0.0,6000.0,0.0,59,2627
0,1.0,0.0,1.0,0.0,0.0,7860.0,0.0,80,2633
1,1.0,0.0,2.0,0.0,0.0,7860.0,0.0,80,2633
2,1.0,0.0,3.0,0.0,0.0,7860.0,0.0,80,2633
0,1.0,0.0,1.0,0.0,0.0,9720.0,0.0,52,2637
1,1.0,0.0,2.0,0.0,0.0,9720.0,0.0,52,2637
0,1.0,0.0,1.0,0.0,0.0,97858.0,0.0,53,2645
0,1.0,1.0,1.0,0.0,1800.0,1800.0,0.0,35,2646
0,1.0,0.0,1.0,0.0,0.0,94018.0,0.0,9,2647
0,1.0,0.0,1.0,0.0,0.0,13620.0,0.0,48,2655
1,1.0,0.0,2.0,0.0,0.0,13620.0,0.0,48,2655
2,1.0,0.0,1.0,0.0,0.0,10140.0,0.0,48,2655
3,1.0,0.0,2.0,0.0,0.0,10140.0,0.0,48,2655
4,1.0,0.0,3.0,0.0,0.0,10140.0,0.0,48,2655
0,1.0,1.0,1.0,0.0,7200.0,7200.0,0.0,71,2660
1,2.0,2.0,3.0,0.0,7200.0,24600.0,0.0,71,2660
2,2.0,3.0,5.0,0.0,7200.0,24600.0,0.0,71,2660
3,2.0,4.0,6.0,0.0,7200.0,24600.0,0.0,71,2660
4,2.0,4.0,6.0,0.0,7200.0,24600.0,0.0,71,2660
5,2.0,4.0,5.0,0.0,7200.0,24600.0,0.0,71,2660
6,2.0,3.0,4.0,0.0,7200.0,25200.0,0.0,71,2660
7,2.0,2.0,4.0,0.0,7200.0,25200.0,0.0,71,2660
8,2.0,1.0,4.0,0.0,7200.0,25200.0,0.0,71,2660
0,1.0,0.0,1.0,0.0,0.0,98039.0,0.0,28,2661
1,1.0,0.0,2.0,0.0,0.0,98039.0,0.0,28,2661
2,1.0,0.0,3.0,0.0,0.0,98039.0,0.0,28,2661
3,1.0,0.0,4.0,0.0,0.0,98039.0,0.0,28,2661
4,1.0,0.0,4.0,0.0,0.0,98039.0,0.0,28,2661
5,2.0,0.0,2.0,0.0,0.0,212277.0,0.0,28,2661
6,1.0,0.0,2.0,0.0,0.0,114238.0,0.0,28,2661
7,1.0,0.0,3.0,0.0,0.0,114238.0,0.0,28,2661
8,1.0,0.0,4.0,0.0,0.0,114238.0,0.0,28,2661
9,1.0,0.0,4.0,0.0,0.0,114238.0,0.0,28,2661
10,1.0,0.0,4.0,0.0,0.0,114238.0,0.0,28,2661
0,1.0,0.0,1.0,0.0,0.0,1500.0,0.0,88,2666
0,1.0,0.0,1.0,0.0,0.0,900.0,0.0,28,2670
1,1.0,0.0,2.0,0.0,0.0,900.0,0.0,28,2670
0,1.0,0.0,1.0,0.0,0.0,3300.0,0.0,77,2690
0,1.0,0.0,1.0,0.0,0.0,3300.0,0.0,87,2692
1,1.0,0.0,2.0,0.0,0.0,3300.0,0.0,87,2692
0,1.0,0.0,1.0,0.0,0.0,29700.0,0.0,74,2699
0,1.0,0.0,1.0,0.0,0.0,16500.0,0.0,86,2700
1,1.0,0.0,2.0,0.0,0.0,16500.0,0.0,86,2700
0,1.0,0.0,1.0,0.0,0.0,52200.0,0.0,65,2707
1,1.0,0.0,2.0,0.0,0.0,52200.0,0.0,65,2707
0,1.0,0.0,1.0,0.0,0.0,1500.0,0.0,62,2709
1,1.0,0.0,2.0,0.0,0.0,1500.0,0.0,62,2709
0,1.0,0.0,1.0,0.0,0.0,76260.0,0.0,57,2711
0,1.0,0.0,1.0,0.0,0.0,4500.0,0.0,82,2721
0,1.0,0.0,1.0,0.0,0.0,21960.0,0.0,50,2731
0,1.0,0.0,1.0,0.0,0.0,18000.0,0.0,75,2736
1,1.0,0.0,2.0,0.0,0.0,18000.0,0.0,75,2736
2,1.0,0.0,3.0,0.0,0.0,18000.0,0.0,75,2736
3,1.0,0.0,4.0,0.0,0.0,18000.0,0.0,75,2736
4,1.0,0.0,4.0,0.0,0.0,18000.0,0.0,75,2736
5,1.0,0.0,4.0,0.0,0.0,18000.0,0.0,75,2736
0,1.0,0.0,1.0,0.0,0.0,7680.0,0.0,51,2742
1,1.0,0.0,2.0,0.0,0.0,7680.0,0.0,51,2742
2,1.0,0.0,3.0,0.0,0.0,7680.0,0.0,51,2742
3,1.0,0.0,4.0,0.0,0.0,7680.0,0.0,51,2742
4,1.0,0.0,4.0,0.0,0.0,7680.0,0.0,51,2742
5,1.0,0.0,4.0,0.0,0.0,7680.0,0.0,51,2742
6,2.0,0.0,4.0,0.0,0.0,18960.0,0.0,51,2742
7,2.0,0.0,4.0,0.0,0.0,18960.0,0.0,51,2742
8,2.0,0.0,4.0,0.0,0.0,18960.0,0.0,51,2742
0,1.0,0.0,1.0,0.0,0.0,33900.0,0.0,84,2753
0,1.0,0.0,1.0,0.0,0.0,4080.0,0.0,56,2759
1,1.0,0.0,2.0,0.0,0.0,4080.0,0.0,56,2759
0,1.0,0.0,1.0,0.0,0.0,5700.0,0.0,17,2767
1,1.0,0.0,2.0,0.0,0.0,5700.0,0.0,17,2767
2,1.0,0.0,3.0,0.0,0.0,5700.0,0.0,17,2767
0,1.0,0.0,1.0,0.0,0.0,2700.0,0.0,78,2774
0,1.0,0.0,1.0,0.0,0.0,51299.0,0.0,49,2776
0,1.0,0.0,1.0,0.0,0.0,62400.0,0.0,73,2777
1,1.0,0.0,2.0,0.0,0.0,62400.0,0.0,73,2777
0,1.0,0.0,1.0,0.0,0.0,18900.0,0.0,54,2779
0,1.0,0.0,1.0,0.0,0.0,11100.0,0.0,64,2780
1,1.0,0.0,2.0,0.0,0.0,11100.0,0.0,64,2780
2,1.0,0.0,3.0,0.0,0.0,11100.0,0.0,64,2780
0,1.0,0.0,1.0,0.0,0.0,7260.0,0.0,51,2794
1,1.0,0.0,2.0,0.0,0.0,7260.0,0.0,51,2794
2,1.0,0.0,3.0,0.0,0.0,7260.0,0.0,51,2794
